textid	target	model	tokenizer	predicted	prob
772	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.9894837737083435
774	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.9850320816040039
778	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.6881510615348816
779	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.9829742908477783
789	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.8770764470100403
790	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.9890382289886475
797	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.9898500442504883
798	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.9878022074699402
799	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.9848958253860474
800	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.9905821084976196
801	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.9898852109909058
802	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.9874013066291809
803	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.9908316731452942
821	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.9886625409126282
824	0	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.8805992007255554
832	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.9896730184555054
833	0	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Negative	0.9705920815467834
840	0	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Negative	0.9691240787506104
841	0	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Negative	0.9673576354980469
842	0	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Negative	0.9269745349884033
855	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.99114990234375
856	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.9879215955734253
857	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Negative	0.7141968607902527
858	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.9531230926513672
859	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.9817517399787903
869	0	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Negative	0.9678184390068054
870	0	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.6782453656196594
898	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.9664081335067749
901	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.931636393070221
905	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.9868656992912292
906	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.9903789758682251
907	0	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Negative	0.9590337872505188
908	0	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Negative	0.9824663400650024
910	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.9861565828323364
922	0	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Negative	0.8975971341133118
928	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.9895908236503601
929	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.9914507269859314
930	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.990345299243927
932	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.9897409677505493
933	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.9874454736709595
934	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.9904487729072571
935	0	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.8598976731300354
938	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.9870432615280151
961	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.9883281588554382
962	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.9842888712882996
963	0	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.8500585556030273
964	0	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Negative	0.9799939393997192
966	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.9904627203941345
968	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.9759585857391357
969	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.9519984722137451
970	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.9896077513694763
971	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.984387993812561
972	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.9291090369224548
973	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Negative	0.975911557674408
974	0	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Negative	0.9755600690841675
975	0	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Negative	0.9501503109931946
979	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.9915448427200317
980	0	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Negative	0.9772738814353943
982	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.986230194568634
994	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.9875012636184692
998	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.991248369216919
999	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.9904230833053589
1000	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.9588729739189148
1001	0	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.5684971213340759
1002	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Negative	0.8694093823432922
1008	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.9759026169776917
1009	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.9864349365234375
1012	0	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.9839428663253784
1013	0	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.7214444279670715
1014	0	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.982275128364563
1015	0	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.960832953453064
1016	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.9898698925971985
1017	0	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.9777079224586487
1018	0	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Negative	0.6635390520095825
1019	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.9846417307853699
1020	1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.9777451157569885
1021	0	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	/home/jparedeslarios/MidtermRep/robertaClassifiers/roberta1	Positive	0.5242055654525757
